vin,year,make,model,trim,price,mileage,transmission,drivetrain,fuel_type,city_mpg,hwy_mpg,exterior_color,interior_color,city,state
1FMSK8DH7LGB68873,2020,Ford,Explorer,XLT ,32995,29234,Automatic,4WD,Gas,20,27,Iconic Silver Metallic,Ebony, Hicksville, OH
2C4RC1CG7CR163106,2012,Chrysler,Town,Touring-L,4999,184551,Automatic,FWD,Gas,17,25,Dark Charcoal Pearl,Black/Light Graystone Interior, Logan, UT
5NPEG4JA0LH041140,2020,Hyundai,Sonata,SE,21494,5874,Automatic,FWD,Gas,28,38,Calypso Red,Dark Gray, Salt Lake City, UT
3FA6P0D99LR192818,2020,Ford,Fusion,Titanium ,22422,61570,Automatic,AWD,Gas,20,29,Gray,Unknown, Enumclaw, WA
3GTUUCET2NG507530,2022,GMC,Sierra,Elevation Crew Cab Standard Bed ,56413,8953,Automatic,4WD,Diesel,17,20,Onyx Black,Jet Black, Woods Cross, UT
1HGCT1B86HA005708,2017,Honda,Accord,EX-L Coupe ,18871,65110,Automatic,FWD,Gas,26,34,Still Night Pearl,Black, Sanford, FL
3N1AB8CV2MY262623,2021,Nissan,Sentra,SV ,21699,61144,Automatic,FWD,Gas,29,39,Fresh Powder,Charcoal, Raleigh, NC
JF2SKAXC1LH491436,2020,Subaru,Forester,2.5i Touring,33500,21172,Automatic,AWD,Gas,26,33,Crystal Black Silica,Saddle Brown, Ogden, UT
JTEBU5JR3J5558643,2018,Toyota,4Runner,SR5 Premium ,33698,90060,Automatic,4WD,Gas,17,20,Midnight Black Metallic,Sand Beige, Bountiful, UT
3GTU2NEC1HG420160,2017,GMC,Sierra,SLT Crew Cab Short Box ,42000,21661,Automatic,4WD,Gas,16,22,Cardinal Red,Jet Black, Devils Lake, ND
2T3G1RFVXKW079484,2019,Toyota,RAV4,LE ,27217,27164,Automatic,AWD,Gas,27,34,Magnetic Gray Metallic,Black, Brookpark, OH
JTJAM7BX0M5274736,2021,Lexus,GX,GX 460 Premium,51995,25111,Automatic,4WD,Gas,15,19,Black Onyx,Rioja Red, Houston, TX
5YJSA1E29KF307368,2019,Tesla,Model,100D,52885,22174,Automatic,AWD,Electric,335,,Solid Black,Black, Sherman Oaks, CA
4T1G11AK9MU521519,2021,Toyota,Camry,SE ,23998,62958,Automatic,FWD,Gas,28,39,Midnight Black Metallic,Black, Montclair, CA
5YFEPMAE5MP216862,2021,Toyota,Corolla,LE ,22900,38462,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Online Retailer,
1FTFW1ET9DKF22007,2013,Ford,F-150,XL SuperCrew 6.5' Box ,16999,94583,Automatic,4WD,Gas,14,19,White,Gray, Round Rock, TX
4M2CU29389KJ09750,2009,Mercury,Mariner, 4dr I4 Hybrid,7999,118998,Automatic,FWD,Hybrid,34,31,Black,Black, Panorama City, CA
3FAHP0JG5CR386077,2012,Ford,Fusion,SEL ,6850,142365,Automatic,FWD,Gas,23,33,Ingot Silver Metallic,Gray, Albany, NY
1FTFW1E8XMFB32392,2021,Ford,F-150,XLT SuperCrew 5.5' Box ,42949,47903,Automatic,4WD,Gas,19,22,Oxford White,Black/Baja Tan, Park City, UT
1C4HJXEN6MW619430,2021,Jeep,Wrangler,Unlimited Sahara High Altitude,39227,38605,Automatic,4WD,Gas,21,24,Granite Crystal Metallic Clearcoat,Black, Angola, IN
1C4RJFBGXLC143624,2020,Jeep,Grand,Limited ,33365,37316,Automatic,4WD,Gas,18,25,Bright White Clearcoat,Black, Cherry Hill, NJ
5FNYF6H09HB076032,2017,Honda,Pilot,Elite ,25998,93680,Automatic,AWD,Gas,19,26,White Diamond Pearl,Gray, Loveland, CO
1FTFX1CT3EFB25872,2014,Ford,F-150,XLT SuperCab 8.0' Box ,18695,90267,Automatic,RWD,Gas,15,21,Black,Grey, Norco, CA
KMHL64JA0PA273689,2023,Hyundai,Sonata,SEL 2.5L,27895,3259,Automatic,FWD,Gas,27,37,Carbon Blue,Black, Salt Lake City, UT
KNDJX3A5XG7310816,2016,Kia,Soul,! ,9900,128400,Automatic,FWD,Gas,24,31,Shadow Black,Black, New Bern, NC
1FMEU63E98UA36788,2008,Ford,Explorer,XLT V6 ,5955,129056,Automatic,RWD,Gas,14,20,Vapor Silver Metallic,Tan, Los Angeles, CA
3N1AB7AP0KY240213,2019,Nissan,Sentra,S ,17999,53663,Automatic,FWD,Gas,27,35,Brilliant Silver,Charcoal, Norwalk, CA
4T1M11AK7LU318517,2020,Toyota,Camry,SE  ,26998,30519,Automatic,FWD,Gas,28,39,Super White,Black, Canoga Park, CA
3VW1K7AJ9FM310214,2015,Volkswagen,Jetta,S with Technology ,9995,70506,Manual,FWD,Gas,25,34,Pure White,Unknown, Bountiful, UT
3FA6P0LU2JR201314,2018,Ford,Fusion,Hybrid SE ,17200,86659,Automatic,FWD,Hybrid,43,41,Magnetic Metallic,Ebony, Raleigh, NC
WBXHU7C35J3H44172,2018,BMW,X1,sDrive28i ,23998,58764,Automatic,FWD,Gas,23,32,Black Sapphire Metallic,Black, Torrance, CA
3GNAXUEV6KL278894,2019,Chevrolet,Equinox,LT with 1LT ,19677,62084,Automatic,AWD,Gas,25,30,Mosaic Black Metallic,Jet Black, Bourbonnais, IL
5N1AT2MV7LC747431,2020,Nissan,Rogue,SV ,24998,42921,Automatic,AWD,Gas,25,32,Magnetic Black Pearl,Charcoal, Lancaster, PA
1GNSKJKJ0KR233400,2019,Chevrolet,Suburban,Premier ,43500,88461,Automatic,4WD,Gas,14,21,Black,Jet Black, Denver, CO
1G1JG6SG3H4156236,2017,Chevrolet,Sonic,5dr HB  LT w/1FL,15790,46600,Automatic,FWD,Gas,24,34,Summit White,Jet Black/Dark Titanium, Rosedale, MD
3GNAXJEVXLS617713,2020,Chevrolet,Equinox,LT with 2FL ,21998,30069,Automatic,FWD,Gas,26,31,Silver Ice Metallic,Jet Black, Old Saybrook, CT
WBA53AT0XPCL51275,2023,BMW,4,M440i Convertible ,61996,2057,Automatic,RWD,Gas,23,31,Mineral White Metallic,Black, Monrovia, CA
2C3CDXBG1NH216256,2022,Dodge,Charger,SXT ,28250,14676,Automatic,RWD,Gas,19,30,Granite Pearlcoat,Black, Rowland Heights, CA
1C4PJMAB0GW262966,2016,Jeep,Cherokee,Sport ,17122,80379,Automatic,4WD,Gas,21,28,Deep Cherry Red Crystal Pearlcoat,Black, Sandy, UT
5NMJECAE3NH030098,2022,Hyundai,Tucson,Limited ,31999,46122,Automatic,AWD,Gas,24,29,Amazon Gray,Gray, Lindon, UT
3GNCJKSB3LL158593,2020,Chevrolet,Trax,LS ,19988,31626,Automatic,FWD,Gas,26,31,Satin Steel Metallic,Jet Black, Midland, TX
1HGCV1F32JA073356,2018,Honda,Accord,Sport 1.5T ,22000,43316,Automatic,FWD,Gas,29,35,Radiant Red Metallic,Black, Woodbridge, VA
4T1F11AK8LU936227,2020,Toyota,Camry,XLE  ,22000,141905,Automatic,FWD,Gas,27,38,Predawn Gray Mica,Ash, Baltimore, MD
3CZRU6H58MM755862,2021,Honda,HR-V,EX ,24699,40728,Automatic,AWD,Gas,26,31,Lunar Silver Metallic,Gray, Online Retailer,
5YFEPMAE0MP250241,2021,Toyota,Corolla,LE ,19977,46285,Automatic,FWD,Gas,30,38,Super White,Black, Buford, GA
3KPF24ADXLE185148,2020,Kia,Forte,LXS IVT,20525,42305,Automatic,FWD,Gas,29,40,Deep Sea Blue,Black, San Antonio, TX
3KPF24AD4ME349446,2021,Kia,Forte,LXS IVT,18868,43328,Automatic,FWD,Gas,29,40,Deep Sea Blue,Black, Glendale, CA
WBA3X5C54ED556340,2014,BMW,3,328i xDrive Gran Turismo ,17495,68000,Automatic,AWD,Gas,22,33,Glacier Silver Metallic,Black, Valley Village, CA
5YJYGDEE2LF030018,2020,Tesla,Model,Long Range Dual Motor ,45998,34394,Automatic,AWD,Electric,316,,Gray,Black, Sacramento, CA
SCBCR63W75C026125,2005,Bentley,Continental,W12,33887,57048,Automatic,AWD,Gas,11,18,Gray,Unknown, Boerne, TX
3C4NJDDB0HT597882,2017,Jeep,Compass,2017.5 Trailhawk ,17554,72829,Automatic,4WD,Gas,22,30,Diamond Black Crystal Pearlcoat,Ruby Red/Black, Bountiful, UT
4T1BK1FK1HU583261,2017,Toyota,Camry,XLE V6 ,19999,32557,Automatic,FWD,Gas,21,30,Silver,Gray, Los Angeles, CA
1FTEX1CM9EKF89745,2014,Ford,F-150,STX SuperCab 6.5' Box ,15600,122292,Automatic,RWD,Gas,17,23,Blue Flame Metallic,Black, Fishers, IN
JM3KFABM3M0362057,2021,Mazda,CX-5,Sport ,23888,35958,Automatic,FWD,Gas,25,31,Snowflake White Pearl Mica,Black, Tampa, FL
WP1AF2AY1KDA80728,2019,Porsche,Cayenne,Turbo ,73993,77438,Automatic,AWD,Gas,15,19,White,Black, Salt Lake City, UT
2C3CDZFJ0NH128719,2022,Dodge,Challenger,R/T Scat Pack Widebody ,53104,10154,Automatic,RWD,Gas,14,23,Pitch Black Clearcoat,Black, Miami, FL
4T1G11AK9MU416818,2021,Toyota,Camry,SE Nightshade ,27020,19254,Automatic,FWD,Gas,28,39,Midnight Black Metallic,Black, Bountiful, UT
5YJ3E1EBXPF393189,2023,Tesla,Model,Long Range ,44710,1442,Automatic,AWD,Electric,325,,Pearl White Multi-Coat,Black, Santa Monica, CA
SAJDA42C232A34239,2003,Jaguar,XK8,Convertible,20588,25329,Automatic,RWD,Gas,18,26,Silver,Gray, Lubbock, TX
7FARW1H51ME002413,2021,Honda,CR-V,EX ,29000,9779,Automatic,FWD,Gas,28,34,Platinum White Pearl,Ivory, New Bern, NC
WDC0G8EB7LF733226,2020,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,31126,63977,Automatic,AWD,Gas,21,28,Designo Diamond White Metallic,Black, Port Richey, FL
4T1BF1FKXHU617525,2017,Toyota,Camry,SE I4 ,18000,66746,Automatic,FWD,Gas,24,33,Midnight Black Metallic,Black, Van Nuys, CA
3C4NJCBB2JT327720,2018,Jeep,Compass,Latitude ,17950,69548,Automatic,FWD,Gas,22,31,White Clearcoat,Black, Pomona, CA
5TDBZRBH2NS184836,2022,Toyota,Highlander,LE ,39900,21684,Automatic,AWD,Gas,20,27,White,Harvest Beige, Online Retailer,
1C6SRFET7LN230220,2020,Ram,1500,"Rebel Quad Cab 6'4"" Box ",36850,60419,Automatic,4WD,Gas,19,24,Maximum Steel Metallic Clearcoat,Black, Universal City, TX
JM3KFBEM9P0108455,2023,Mazda,CX-5,2.5 S Premium Plus Package ,33894,8138,Automatic,AWD,Gas,24,30,Jet Black Mica,Black, Bountiful, UT
58AB21B10KU003544,2019,Lexus,ES,ES 300h Luxury,35980,34359,Automatic,FWD,Hybrid,43,45,White Pearl,Chateau, Denison, TX
5YFEPMAE1MP249793,2021,Toyota,Corolla,LE ,21555,46968,Automatic,FWD,Gas,30,38,Black Sand Pearl,Black, Summerville, SC
1G1ZD5ST2JF142082,2018,Chevrolet,Malibu,LT with 1LT,12238,74943,Automatic,RWD,Gas,23,35,Mineral White Metallic,Unknown, Orlando, FL
1G1ZD5ST9MF072178,2021,Chevrolet,Malibu,LT,22998,51108,Automatic,FWD,Gas,29,36,Shadow Gray Metallic,Jet Black, Inglewood, CA
1G1FZ6S0XK4137936,2019,Chevrolet,Bolt,Premier,28995,17667,Automatic,FWD,Electric,238,,Nightfall Gray Metallic,Dark Galvanized Gray, Long Beach, CA
5FNYF5H59KB023313,2019,Honda,Pilot,EX-L ,25338,71003,Automatic,FWD,Gas,19,27,Lunar Silver Metallic,Gray, West Covina, CA
JHMCP26778C024183,2008,Honda,Accord,EX Sedan I4 ,5500,222551,Automatic,FWD,Gas,21,31,Gray,Gray, Humble, TX
3GCUYGED7KG143234,2019,Chevrolet,Silverado,LTZ Crew Cab Short Box ,43191,27643,Automatic,AWD,Gas,25,30,Summit White,Jet Black, Columbus, OH
3KPF24AD1ME362557,2021,Kia,Forte,LXS IVT,19840,18623,Automatic,FWD,Gas,29,40,Silky Silver,Black, Youngstown, OH
3GKALMEV9KL120039,2019,GMC,Terrain,SLE ,17649,74226,Automatic,FWD,Gas,26,30,Quicksilver Metallic,Jet Black, Montclair, CA
1C6SRFBT3KN797284,2019,Ram,1500,"Big Horn/Lone Star Quad Cab 6'4"" Box ",30985,44293,Automatic,4WD,Gas,19,24,Bright White Clearcoat,Black, Hampstead, MD
1G1YB3D44N5120494,2022,Chevrolet,Corvette,Stingray 2LT Convertible,99995,11935,Automatic,RWD,Gas,16,24,Arctic White,Adrenaline Red, Burbank, CA
1FTER4EH6KLA30820,2019,Ford,Ranger,Lariat SuperCrew 5' Box ,33998,27970,Automatic,RWD,Gas,21,26,White,Tan, Fort Worth, TX
2FMPK4J9XLBA15388,2020,Ford,Edge,SEL ,18000,100016,Automatic,AWD,Gas,21,28,Oxford White,Ebony, Columbia, MD
1FMCU9GD0KUA85363,2019,Ford,Escape,SE ,20220,40839,Automatic,4WD,Gas,22,28,Agate Black Metallic,Unknown, Voorhees, NJ
1FMCU9J98LUB65628,2020,Ford,Escape,Titanium ,26215,41733,Automatic,AWD,Gas,23,31,Magnetic Metallic,Ebony Black, Granbury, TX
3GCUKRER7JG351086,2018,Chevrolet,Silverado,LT Crew Cab Short Box ,27400,106618,Automatic,4WD,Gas,17,22,Summit White,Jet Black, Virginia Beach, VA
5XXG14J22MG015297,2021,Kia,K5,LXS ,24991,63321,Automatic,FWD,Gas,27,37,Ebony Black,Black, Los Angeles, CA
4T1BE46K87U696647,2007,Toyota,Camry,LE I4 ,5995,152783,Automatic,FWD,Gas,24,33,Beige,Tan, Clearwater, FL
KMHFC46F27A143441,2007,Hyundai,Azera,SE 3.8L (alt),7232,104822,Automatic,FWD,Gas,19,28,Power White Pearl,Beige, Tooele, UT
JTEAAAAH1MJ005148,2021,Toyota,Venza,LE ,33595,32160,Automatic,AWD,Hybrid,40,37,Blizzard Pearl,Black, El Monte, CA
WBA8B9G53JNU98652,2018,BMW,3,330i Sedan ,24989,38252,Automatic,RWD,Gas,24,34,Mineral Gray Metallic,Black, Buena Park, CA
JTHP9JBH1L2035926,2020,Lexus,UX,UX 250h ,35490,20050,Automatic,AWD,Hybrid,41,38,Pewter,Black, Salt Lake City, UT
2GNAXTEVXK6244083,2019,Chevrolet,Equinox,LT with 2FL ,18907,68742,Automatic,AWD,Gas,24,30,Mosaic Black Metallic,Jet Black, Orlando, FL
WAUD2AFDXDN028910,2013,Audi,S8,Sedan,34499,72152,Automatic,AWD,Gas,15,26,Daytona Gray Pearl,Gray, Online Retailer,
1FTEW1EF5HKD48948,2017,Ford,F-150,XLT SuperCrew 5.5' Box ,24400,131314,Automatic,4WD,Gas,17,23,Blue Jeans,Medium Earth Gray, Pampa, TX
JF2SJARC6FH827943,2015,Subaru,Forester,2.5i Limited  (PZEV),12295,131000,Automatic,AWD,Gas,24,32,Burnished Bronze Metallic,Black, Los Angeles, CA
JN8AT2MT3HW150452,2017,Nissan,Rogue,S ,11899,129773,Automatic,FWD,Gas,26,33,Brilliant Silver,Charcoal, Orlando, FL
W1K5J4GB8PN332174,2023,Mercedes-Benz,CLA,CLA 250 ,40997,2805,Automatic,FWD,Gas,25,36,Polar White,Black, Encino, CA
2FMPK4J91LBA45864,2020,Ford,Edge,SEL ,23789,77486,Automatic,AWD,Gas,21,28,Magnetic Metallic,Ebony, Bountiful, UT
1GCRYEED3KZ233913,2019,Chevrolet,Silverado,RST Double Cab Standard Box ,41998,3042,Automatic,4WD,Gas,19,22,Black,Jet Black, Saint Peters, MO
ZN661XUA8NX388689,2022,Maserati,Levante,GT 3.0L,65238,10947,Automatic,AWD,Gas,16,22,Bianco,Beige, Hurst, TX
1C4PJMMX2MD177187,2021,Jeep,Cherokee,Latitude Lux ,32998,47124,Automatic,4WD,Gas,19,27,Granite Crystal Metallic Clearcoat,Black, Salt Lake City, UT
3N1AB7AP2KY376441,2019,Nissan,Sentra,S ,15500,87184,Automatic,FWD,Gas,27,35,Gun Metallic,Charcoal, Burleson, TX
1FTFW1EF2BKD93308,2011,Ford,F-150,FX4 SuperCrew 6.5' Box ,24969,52710,Automatic,4WD,Gas,14,19,Black,Unknown, Salt Lake City, UT
3KPF24AD6KE138634,2019,Kia,Forte,LXS IVT,12995,115338,Automatic,FWD,Gas,30,40,Silky Silver,Black, South Gate, CA
JNKAJ09FX8M353986,2008,INFINITI,EX35,Journey ,10995,123493,Automatic,AWD,Gas,16,23,Black,Black, La Habra, CA
3CZRU5H38LM707236,2020,Honda,HR-V,LX ,18950,79774,Automatic,FWD,Gas,28,34,Gray,Black, Pomona, CA
JTDKN3DU7A1112458,2010,Toyota,Prius,Two,9999,111900,Automatic,FWD,Hybrid,51,48,White,Gray, Corona, CA
1FTEW1EG6JKE58874,2018,Ford,F-150,XLT SuperCrew 5.5' Box ,31999,81118,Automatic,4WD,Gas,18,23,Ruby Red Metallic Tinted Clearcoat,Black, Denver, CO
1GCUYHED5NZ119301,2022,Chevrolet,Silverado,High Country Crew Cab Short Bed ,57393,17431,Automatic,4WD,Gas,15,19,Northsky Blue Metallic,Jet Black, Layton, UT
KNDPM3AC1L7818491,2020,Kia,Sportage,LX ,20984,43700,Automatic,FWD,Gas,23,30,Steel Gray,Gray, Woodstock, GA
KNAFK4A67G5495922,2016,Kia,Forte,LX Sedan ,11990,86319,Automatic,FWD,Gas,26,39,Silky Silver,Black, Reno, NV
5YFEPMAE9NP295857,2022,Toyota,Corolla,LE ,24391,16445,Automatic,FWD,Gas,30,38,Blueprint,Light Gray, El Monte, CA
2HKRW2H56LH631781,2020,Honda,CR-V,EX ,26343,45336,Automatic,AWD,Gas,27,32,Platinum White Pearl,Black, Fort Wayne, IN
2GNAXUEV6L6246159,2020,Chevrolet,Equinox,LT with 1LT ,23999,39481,Automatic,AWD,Gas,25,30,Summit White,Jet Black, Milwaukee, WI
1N4BL4CWXPN305127,2023,Nissan,Altima,2.5 SR ,33495,6510,Automatic,AWD,Gas,26,36,Pearl White Tricoat,Sport, Salt Lake City, UT
WP1AA2A56LLB12195,2020,Porsche,Macan,,43888,40706,Automatic,AWD,Gas,19,23,Miami Blue,Gray, Marietta, GA
1FMEE5DP6NLB38185,2022,Ford,Bronco,Wildtrak 4 Door Advanced ,67891,4918,Automatic,4WD,Gas,17,17,Race Red,Unknown, Bountiful, UT
SCA664S57KUX54721,2019,Rolls-Royce,Ghost,Sedan,205989,9755,Automatic,RWD,Gas,12,18,Crystal Over Arctic White,Powder Blue, Santa Monica, CA
2HGFC2F83MH516785,2021,Honda,Civic,Sport Sedan ,25444,17950,Automatic,FWD,Gas,29,37,Crystal Black Pearl,Black, San Jose, CA
1FTEW1EPXKFA10390,2019,Ford,F-150,XLT SuperCrew 5.5' Box ,36000,40796,Automatic,4WD,Gas,18,23,Blue Jeans Metallic,Medium Earth Gray, Norwalk, OH
19XFC2F55HE047513,2017,Honda,Civic,LX Sedan ,16247,58491,Automatic,FWD,Gas,31,40,Cosmic Blue Metallic,Unknown, Gainesville, FL
1G1PC5SB5F7297129,2015,Chevrolet,Cruze,LT with 1LT ,8895,88172,Automatic,FWD,Gas,26,38,Summit White,Jet Black, South Burlington, VT
4S4BTANC3L3187533,2020,Subaru,Outback,2.5i Limited,37253,18129,Automatic,AWD,Gas,26,33,Crystal White Pearl,Warm Ivory, Sherman Oaks, CA
KNDJN2A21K7007664,2019,Kia,Soul,Base ,13595,65333,Automatic,FWD,Gas,26,31,Titanium Gray,Black, Orlando, FL
3VWD67AJ4GM250247,2016,Volkswagen,Jetta,1.4T SE ,10950,86350,Automatic,FWD,Gas,28,39,Black,Gray, Virginia Beach, VA
1G1PE5SB0E7383036,2014,Chevrolet,Cruze,LT with 2LT ,9497,126179,Automatic,FWD,Gas,26,38,Silver Ice Metallic,Jet Black, Irving, TX
1FTFW1E58LFA86565,2020,Ford,F-150,XLT SuperCrew 5.5' Box ,40390,35791,Automatic,4WD,Gas,18,23,Oxford White,Gray, Germantown, IL
JM3KFBDM5L0856485,2020,Mazda,CX-5,Grand Touring ,29999,16454,Automatic,AWD,Gas,24,30,Snowflake White Pearl Mica,Black, Orem, UT
1GKKNWLS3KZ284480,2019,GMC,Acadia,SLT with SLT-2 ,29998,47036,Automatic,AWD,Gas,17,25,Quicksilver Metallic,Jet Black, Colorado Springs, CO
2G1FB3D32D9117416,2013,Chevrolet,Camaro,LT with 1LT Convertible ,14995,106587,Automatic,RWD,Gas,17,28,Black,Black, Los Angeles, CA
3GCPCREC6JG477347,2018,Chevrolet,Silverado,LT Crew Cab Short Box ,28888,82112,Automatic,RWD,Gas,18,24,Red Hot,Jet Black, Riverside, CA
5FNRL5H66BB091011,2011,Honda,Odyssey,EX-L,8999,176316,Automatic,FWD,Gas,18,27,Polished Metal Metallic,Gray Leather Interior, American Fork, UT
2C3CDXBG3LH125812,2020,Dodge,Charger,SXT ,25850,58643,Automatic,RWD,Gas,19,30,Indigo Blue,Black, Sterling, VA
1FM5K8GT3HGA14178,2017,Ford,Explorer,Sport ,25998,59615,Automatic,4WD,Gas,16,22,Shadow Black,Ebony Black W/Red Accent, Los Angeles, CA
2GCEC19V931345988,2003,Chevrolet,Silverado,Base Extended Cab Standard Box  ,7995,145000,Automatic,RWD,Gas,15,20,Blue,Unknown, South Gate, CA
WDDWF8DB9LR534624,2020,Mercedes-Benz,C-Class,C 300 Sedan ,32249,22450,Automatic,RWD,Gas,24,35,Mojave Silver Metallic,Black, Santa Monica, CA
JM3KFBCM0N1523965,2022,Mazda,CX-5,2.5 S Carbon Edition,30324,13387,Automatic,AWD,Gas,24,30,Polymetal Gray,Red, Boise, ID
1C6RR7PT3GS385405,2016,Ram,1500,"Longhorn Crew Cab 5'7"" Box ",28500,104273,Automatic,4WD,Gas,15,21,Brilliant Black Crystal Pearlcoat,Black, Grand Ledge, MI
WDD7X6BB7LA011755,2020,Mercedes-Benz,AMG,AMG GT 53 4-Door Coupe,83499,18001,Automatic,AWD,Gas,19,24,Obsidian Black Metallic,Black, Marietta, GA
5FRYD4H43EB037525,2014,Acura,MDX,SH- with Technology Package,17991,121291,Automatic,AWD,Gas,18,27,White Diamond Pearl,Tan, Torrance, CA
1HGCV3F97MA014310,2021,Honda,Accord,Hybrid Touring ,32000,44558,Automatic,FWD,Hybrid,44,41,Sonic Gray Pearl,Black, Macon, GA
1C4HJXEG9LW140161,2020,Jeep,Wrangler,Unlimited Sahara,42554,16316,Manual,4WD,Gas,17,23,Black Clearcoat,Black, Clarksville, TN
5LMCJ1C9XLUL28316,2020,Lincoln,Corsair,Standard ,36590,4927,Automatic,FWD,Gas,22,29,Infinite Black,Ebony, Miami, FL
1C6SRFHTXMN831019,2021,Ram,1500,"Limited Crew Cab 5'7"" Box ",58450,13916,Automatic,4WD,Gas,15,21,Delmonico Red Pearlcoat,Black, Layton, UT
3GNCJKSB6LL199445,2020,Chevrolet,Trax,LS ,18629,27803,Automatic,FWD,Gas,26,31,Nightfall Gray Metallic,Jet Black, Gainesville, FL
1FMCU0G67LUB31687,2020,Ford,Escape,SE ,24990,19322,Automatic,FWD,Gas,27,33,Ingot Silver Metallic,Unknown, Punta Gorda, FL
19XFC2F83ME203200,2021,Honda,Civic,Sport Sedan ,22894,48446,Automatic,FWD,Gas,29,37,Crystal Black Pearl,Black, Vista, CA
5YJ3E1EB2LF635841,2020,Tesla,Model,Long Range Dual Motor,38245,42122,Automatic,AWD,Electric,322,,Red Multi-Coat,Black, Raleigh, NC
4T3ZA3BB8AU024788,2010,Toyota,Venza,I4 ,7895,196936,Automatic,FWD,Gas,21,29,Black,Unknown, Sherman Oaks, CA
19UUB2F50FA009277,2015,Acura,TLX,V6  with Technology Package,15990,109540,Automatic,FWD,Gas,21,34,Bellanova White Pearl,Espresso, Sarasota, FL
KNDJX3AE3F7001543,2015,Kia,Soul,EV+,12781,63969,Automatic,FWD,Electric,93,,Titanium Silver,Gray 2-Tone, Littleton, CO
WBY1Z4C51EV276916,2014,BMW,i3,60 Ah with Range Extender,12485,105954,Automatic,RWD,Electric,72,,Andesite Silver Met W/Bmw I Frozen Blue Accent,Giga Cassia/Spice Gray, Salt Lake City, UT
5NPEF4JA1LH001572,2020,Hyundai,Sonata,SEL,23995,22818,Automatic,FWD,Gas,27,37,Quartz White,Black, Rowland Heights, CA
4T1G11AK7MU469324,2021,Toyota,Camry,SE ,26775,72032,Automatic,FWD,Gas,22,31,Deep Cherry Red Crystal Pearlcoat,Black, Houston, TX
4T1T11AK7MU488728,2021,Toyota,Camry,SE ,29691,29769,Automatic,FWD,Gas,28,39,Midnight Black Metallic,Black, Houston, TX
58AD21B14LU012581,2020,Lexus,ES,ES 300h,37998,26237,Automatic,FWD,Hybrid,43,44,Nebula Gray Pearl,Tan, Buena Park, CA
1FTKR4EEXBPA13150,2011,Ford,Ranger,"Sport 4dr SuperCab 126"" ",12995,84245,Automatic,RWD,Gas,16,21,Dark Shadow Gray Metallic,Medium Dark Flint Cloth Interior, Franklin, OH
1HGCV1F46MA050823,2021,Honda,Accord,Sport SE 1.5T ,19995,105677,Automatic,FWD,Gas,29,35,Platinum White Pearl,Unknown, Orlando, FL
4JGFB4KB0LA107845,2020,Mercedes-Benz,GLE,GLE 350 4MATIC,44784,34530,Automatic,AWD,Gas,19,26,Black,Black, Naples, FL
JN8AT2MV6LW118332,2020,Nissan,Rogue,SV ,22977,25948,Automatic,AWD,Gas,25,32,Magnetic Black Pearl,Charcoal, Stanhope, NJ
19UUB5F53MA013399,2021,Acura,TLX, with A-Spec Package,32300,15620,Automatic,FWD,Gas,22,30,Apex Blue Pearl,Ebony, Ogden, UT
3C4NJDCB3MT596043,2021,Jeep,Compass,Limited ,27298,37213,Automatic,4WD,Gas,22,30,Redline Pearlcoat,Black, Online Retailer,
1FA6P8TH5K5172543,2019,Ford,Mustang,EcoBoost Premium Fastback,26080,4494,Automatic,RWD,Gas,22,27,Graphite Grey Metallic,Magma Grey/Black, Peoria, AZ
1FTFW1EG5JFB14742,2018,Ford,F-150,King Ranch SuperCrew 5.5' Box ,39500,87042,Automatic,4WD,Gas,16,22,Shadow Black,Brown, Carmel, IN
1HGCV1F3XMA033465,2021,Honda,Accord,Sport 1.5T ,28999,30465,Automatic,FWD,Gas,29,35,Platinum White Pearl,Black, Online Retailer,
1GKKNKLA8JZ209210,2018,GMC,Acadia,SLE with SLE-1 ,21998,78087,Automatic,FWD,Gas,21,26,Blue Steel Metallic,Jet Black, Inglewood, CA
KMTG34TA4NU092703,2022,Genesis,G70,2.0T ,33600,35764,Automatic,RWD,Gas,21,31,Siberian Ice,Gray, Online Retailer,
3VW2K7AJ5FM354053,2015,Volkswagen,Jetta,S ,12977,101809,Automatic,FWD,Gas,23,34,Black,Unknown, Salt Lake City, UT
WVWBN7AN5EE524218,2014,Volkswagen,CC,Sport DSG  (ALT),12900,70780,Automatic,FWD,Gas,22,31,White,Tan, Jacksonville, FL
1FTFX1E89MKE41128,2021,Ford,F-150,Lariat SuperCab 6.5' Box ,47510,31718,Automatic,4WD,Gas,19,24,Oxford White,Unknown, Salt Lake City, UT
1C4HJXDGXJW326578,2018,Jeep,Wrangler,Unlimited Sport S (JL),33500,28101,Automatic,4WD,Gas,17,23,Billet Silver Metallic Clearcoat,Black, Charlotte, NC
JTJDARBZ1M2184631,2021,Lexus,NX,NX 300 ,33970,37117,Automatic,FWD,Gas,22,28,Nebula Gray Pearl,Black, Cerritos, CA
1FTEW1EBXMKD56891,2021,Ford,F-150,XLT SuperCrew 5.5' Box ,43980,52548,Automatic,4WD,Gas,19,22,Silver,Unknown, Roswell, NM
1G1PC5SB3E7416875,2014,Chevrolet,Cruze,LT with 1LT ,7995,107901,Automatic,FWD,Gas,26,38,Black Granite Metallic,Jet Black, West Chester, OH
